Store_ID,SKU_ID,Current_Stock,Avg_Weekly_Demand,Demand_StdDev,Max_Shelf_Capacity,Total_Shelf_Space,Holding_Cost_per_Unit,Stockout_Penalty,Spoilage_Risk
STR091,SKU0079,18,32,5.64,30,902,0.8,4.99,0.48
STR091,SKU0080,43,55,6.2,46,902,1.37,2.8,0.25
STR091,SKU0081,31,65,7.36,76,902,2.75,5.22,0.6
STR091,SKU0082,9,16,1.74,13,902,1.79,5.14,0.77
STR091,SKU0083,71,98,17.82,104,902,1.89,3.94,0.64
STR091,SKU0084,55,70,17.06,81,902,0.64,3.6,0.59
STR091,SKU0085,5,12,1.69,10,902,1.8,3.83,0.83
STR091,SKU0086,15,47,10.78,42,902,2.17,2.82,0.51
STR091,SKU0087,69,93,22.08,90,902,0.88,4.73,0.9
STR091,SKU0088,22,43,6.49,39,902,2.96,5.7,0.52
STR091,SKU0089,39,53,11.67,58,902,2.79,4.83,0.65
STR091,SKU0090,36,39,9.24,36,902,2.98,4.53,0.23
STR091,SKU0091,12,26,5.03,31,902,1.4,5.97,0.69
STR091,SKU0092,34,68,11.38,77,902,2.56,4.4,0.42
STR091,SKU0093,2,19,4.25,22,902,1.32,3.71,0.29
STR091,SKU0094,77,93,27.49,76,902,2.37,4.97,0.3
STR091,SKU0095,26,27,5.0,23,902,2.87,4.32,0.56
STR091,SKU0096,20,54,9.63,46,902,0.89,5.9,0.61
STR091,SKU0097,57,68,13.11,72,902,0.85,5.64,0.69
STR091,SKU0098,53,71,8.18,57,902,0.76,5.81,0.51
STR091,SKU0099,52,68,14.32,76,902,2.5,2.5,0.81
STR091,SKU0100,28,58,9.61,59,902,2.17,3.67,0.25
STR092,SKU0001,41,72,8.95,73,902,1.81,4.7,0.29
STR092,SKU0002,67,96,18.55,97,902,2.43,3.58,0.36
STR092,SKU0003,26,41,4.13,41,902,2.62,4.8,0.27
STR092,SKU0004,10,19,3.43,16,902,2.87,5.0,0.73
STR092,SKU0005,13,20,2.42,18,902,1.0,4.68,0.45
STR092,SKU0006,44,79,8.28,78,902,1.6,4.1,0.62
STR092,SKU0007,40,71,18.81,76,902,2.81,4.94,0.74
STR092,SKU0008,30,56,15.86,50,902,1.65,5.23,0.58
STR092,SKU0009,32,43,6.09,48,902,1.72,4.94,0.57
STR092,SKU0010,7,26,5.4,29,902,2.86,5.34,0.52
STR092,SKU0011,44,63,9.8,57,902,2.34,5.82,0.69
STR092,SKU0012,57,85,16.89,87,902,1.88,2.86,0.57
STR092,SKU0013,16,94,17.61,88,902,1.39,5.67,0.48
STR092,SKU0014,35,49,7.54,42,902,2.79,3.46,0.63
STR092,SKU0015,23,28,6.72,31,902,0.52,4.47,0.87
STR092,SKU0016,41,76,9.52,90,902,1.3,5.8,0.77
STR092,SKU0017,59,91,10.07,93,902,2.87,4.67,0.51
STR092,SKU0018,41,62,15.72,72,902,1.75,2.79,0.63
STR092,SKU0019,81,73,17.02,77,902,2.06,4.25,0.47
STR092,SKU0020,64,92,18.37,94,902,1.83,5.63,0.56
STR092,SKU0021,34,56,10.84,55,902,1.49,3.94,0.71
STR092,SKU0022,12,15,2.99,13,902,2.16,5.47,0.79
STR092,SKU0023,22,25,4.69,20,902,2.42,5.28,0.24
STR092,SKU0024,78,81,14.46,79,902,1.41,5.67,0.32
STR092,SKU0025,12,27,5.4,27,902,1.98,3.42,0.61
STR092,SKU0026,41,61,12.55,61,902,0.71,4.24,0.69
STR092,SKU0027,25,57,13.59,61,902,1.87,3.67,0.66
STR092,SKU0028,60,52,12.6,45,902,2.37,4.37,0.37
STR092,SKU0029,29,48,8.43,45,902,1.96,2.57,0.66
STR092,SKU0030,44,58,10.6,56,902,2.7,3.35,0.52
STR092,SKU0031,11,21,3.67,18,902,1.22,5.91,0.37
STR092,SKU0032,13,19,3.94,22,902,1.73,4.61,0.82
STR092,SKU0033,20,80,15.25,85,902,0.72,3.11,0.57
STR092,SKU0034,56,64,17.79,53,902,2.25,4.28,0.8
STR092,SKU0035,9,10,2.39,10,902,1.61,4.94,0.49
STR092,SKU0036,25,58,16.22,59,902,1.83,4.61,0.64
STR092,SKU0037,7,45,10.88,45,902,0.82,4.26,0.77
STR092,SKU0038,31,30,8.83,35,902,2.99,4.86,0.43
STR092,SKU0039,41,46,10.45,48,902,2.43,3.08,0.8
STR092,SKU0040,27,33,9.66,38,902,1.5,4.03,0.45
STR092,SKU0041,36,64,8.42,74,902,1.92,5.13,0.34
STR092,SKU0042,19,34,3.76,28,902,2.05,4.53,0.72
STR092,SKU0043,14,16,3.45,12,902,2.9,5.67,0.43
STR092,SKU0044,45,90,26.7,87,902,2.42,4.05,0.87
STR092,SKU0045,50,80,14.68,88,902,1.37,2.96,0.76
STR092,SKU0046,47,80,11.39,90,902,2.94,2.67,0.36
STR092,SKU0047,22,33,6.74,36,902,1.25,4.17,0.89
STR092,SKU0048,11,20,4.6,19,902,1.94,4.03,0.45
STR092,SKU0049,49,82,13.37,90,902,2.25,3.4,0.59
STR092,SKU0050,21,21,5.1,22,902,1.18,4.57,0.25
STR092,SKU0051,33,44,12.98,40,902,2.89,3.38,0.23
STR092,SKU0052,50,72,20.12,62,902,1.04,3.26,0.41
STR092,SKU0053,56,77,12.19,80,902,1.6,4.68,0.21
STR092,SKU0054,27,66,10.91,70,902,0.95,5.81,0.39
STR092,SKU0055,17,22,3.83,22,902,2.69,3.21,0.57
STR092,SKU0056,20,32,5.73,28,902,1.05,3.14,0.68
STR092,SKU0057,48,92,11.05,83,902,0.59,4.32,0.38
STR092,SKU0058,27,48,12.11,52,902,0.6,2.92,0.49
STR092,SKU0059,67,97,16.79,114,902,1.53,3.53,0.47
STR092,SKU0060,55,89,24.56,104,902,1.81,5.97,0.43
STR092,SKU0061,19,21,5.99,21,902,0.6,5.44,0.47
STR092,SKU0062,22,43,4.51,49,902,0.73,4.97,0.54
STR092,SKU0063,21,80,23.82,64,902,0.74,2.59,0.34
STR092,SKU0064,34,84,20.33,96,902,2.17,3.43,0.53
STR092,SKU0065,20,40,8.16,39,902,1.25,4.49,0.38
STR092,SKU0066,44,71,12.63,78,902,1.91,4.99,0.24
STR092,SKU0067,11,22,4.48,17,902,0.68,4.84,0.35
STR092,SKU0068,16,40,6.6,45,902,2.73,3.15,0.85
STR092,SKU0069,3,11,2.47,11,902,1.26,4.13,0.55
STR092,SKU0070,10,24,2.85,21,902,2.45,3.19,0.89
STR092,SKU0071,35,66,14.8,61,902,2.57,5.73,0.36
STR092,SKU0072,39,84,13.03,73,902,2.97,4.45,0.4
STR092,SKU0073,24,43,4.45,41,902,2.35,3.87,0.65
STR092,SKU0074,67,77,16.21,71,902,1.61,5.71,0.45
STR092,SKU0075,29,84,18.12,85,902,0.88,5.66,0.45
STR092,SKU0076,24,38,7.04,42,902,0.62,4.26,0.79
STR092,SKU0077,34,75,8.58,89,902,2.72,4.9,0.22
STR092,SKU0078,5,25,6.97,22,902,1.62,3.62,0.67
STR092,SKU0079,32,48,10.67,40,902,2.37,3.58,0.82
STR092,SKU0080,58,86,10.59,82,902,1.74,4.42,0.32
STR092,SKU0081,34,46,9.3,39,902,2.7,5.46,0.48
STR092,SKU0082,73,90,17.95,102,902,2.37,4.59,0.77
STR092,SKU0083,17,30,3.36,30,902,0.71,4.11,0.57
STR092,SKU0084,35,53,11.73,55,902,2.38,4.82,0.45
STR092,SKU0085,13,28,7.33,24,902,1.17,5.34,0.64
STR092,SKU0086,73,80,19.98,87,902,2.43,5.26,0.43
STR092,SKU0087,8,17,2.39,20,902,2.87,3.8,0.64
STR092,SKU0088,63,86,23.43,85,902,2.83,5.77,0.3
STR092,SKU0089,31,75,12.64,88,902,0.81,2.56,0.36
STR092,SKU0090,31,50,14.47,40,902,0.64,4.08,0.21
STR092,SKU0091,34,84,9.61,68,902,2.44,5.68,0.33
STR092,SKU0092,62,97,19.13,114,902,2.27,4.94,0.29
STR092,SKU0093,81,79,17.33,85,902,0.94,4.96,0.62
STR092,SKU0094,36,70,10.47,61,902,2.21,3.05,0.86
STR092,SKU0095,18,35,8.9,33,902,0.54,4.54,0.35
STR092,SKU0096,63,80,18.03,80,902,2.08,5.88,0.29
STR092,SKU0097,55,92,9.53,99,902,2.58,3.24,0.57
STR092,SKU0098,68,79,17.51,89,902,2.1,3.65,0.33
STR092,SKU0099,25,38,7.54,31,902,0.66,3.86,0.58
STR092,SKU0100,54,75,10.44,79,902,2.98,3.76,0.55
STR093,SKU0001,0,28,8.38,27,902,1.39,4.69,0.21
STR093,SKU0002,48,77,21.52,80,902,1.45,3.32,0.88
STR093,SKU0003,28,67,10.62,67,902,0.71,4.27,0.34
STR093,SKU0004,40,79,16.45,77,902,0.92,3.9,0.83
STR093,SKU0005,44,66,10.78,58,902,1.18,4.76,0.47
STR093,SKU0006,24,46,11.73,45,902,2.5,3.35,0.31
STR093,SKU0007,26,70,20.02,61,902,2.23,4.44,0.27
STR093,SKU0008,31,39,6.7,31,902,1.96,5.09,0.56
STR093,SKU0009,69,80,20.89,75,902,2.66,4.93,0.45
STR093,SKU0010,26,82,16.37,66,902,2.99,5.42,0.84
STR093,SKU0011,25,34,6.1,34,902,1.46,5.85,0.34
STR093,SKU0012,48,74,21.29,61,902,1.48,5.49,0.71
STR093,SKU0013,9,15,3.03,14,902,2.34,5.78,0.33
STR093,SKU0014,24,27,5.22,32,902,2.11,2.56,0.81
STR093,SKU0015,12,19,4.46,15,902,0.53,4.7,0.56
STR093,SKU0016,14,20,3.04,18,902,2.14,3.44,0.78
STR093,SKU0017,47,74,12.21,79,902,2.3,5.33,0.51
STR093,SKU0018,57,86,24.63,74,902,2.96,5.37,0.32
STR093,SKU0019,35,93,21.92,95,902,1.97,2.67,0.58
STR093,SKU0020,92,74,19.63,66,902,2.21,4.58,0.39
STR093,SKU0021,7,61,9.41,54,902,2.47,5.48,0.33
STR093,SKU0022,34,76,15.87,88,902,0.74,4.56,0.83
STR093,SKU0023,41,91,26.78,80,902,2.34,3.99,0.59
STR093,SKU0024,65,87,14.25,82,902,1.87,2.77,0.76
STR093,SKU0025,16,40,5.28,34,902,0.75,5.06,0.74
STR093,SKU0026,14,26,5.26,23,902,2.17,2.76,0.2
STR093,SKU0027,47,64,11.36,58,902,1.09,4.59,0.82
STR093,SKU0028,19,45,5.94,41,902,1.84,5.71,0.74
STR093,SKU0029,19,35,9.72,36,902,1.2,3.97,0.39
STR093,SKU0030,34,62,18.48,68,902,0.76,5.2,0.36
STR093,SKU0031,12,26,5.56,26,902,1.13,5.3,0.24
STR093,SKU0032,57,95,24.22,99,902,1.6,2.54,0.26
STR093,SKU0033,16,34,9.24,38,902,1.74,5.7,0.34
STR093,SKU0034,9,11,2.64,13,902,0.87,3.16,0.2
STR093,SKU0035,62,95,10.34,93,902,1.3,3.49,0.42
STR093,SKU0036,8,14,1.84,16,902,2.65,5.55,0.85
STR093,SKU0037,7,13,1.48,12,902,2.78,4.9,0.59
STR093,SKU0038,25,45,4.59,50,902,1.84,3.8,0.61
STR093,SKU0039,12,15,2.42,15,902,1.73,2.81,0.37
STR093,SKU0040,20,30,5.35,34,902,1.95,3.85,0.36
STR093,SKU0041,49,86,12.75,84,902,1.04,5.88,0.46
STR093,SKU0042,63,98,11.07,105,902,2.98,2.87,0.38
STR093,SKU0043,34,35,7.21,34,902,2.36,5.46,0.8
STR093,SKU0044,31,64,9.9,73,902,1.1,3.64,0.32
STR093,SKU0045,39,48,12.44,57,902,1.18,4.79,0.67
STR093,SKU0046,59,93,9.45,83,902,2.12,4.71,0.54
STR093,SKU0047,22,42,11.28,41,902,1.31,3.64,0.67
STR093,SKU0048,8,23,6.69,19,902,1.39,2.69,0.78
STR093,SKU0049,52,65,15.81,55,902,2.45,3.02,0.44
STR093,SKU0050,60,90,22.21,105,902,1.17,4.48,0.58
STR093,SKU0051,30,30,8.6,30,902,2.26,5.82,0.55
STR093,SKU0052,42,55,7.8,52,902,2.84,5.74,0.46
STR093,SKU0053,17,25,7.47,26,902,0.81,2.9,0.77
STR093,SKU0054,10,25,6.37,25,902,0.86,5.56,0.21
STR093,SKU0055,102,93,22.81,85,902,2.86,3.32,0.42
STR093,SKU0056,18,38,6.54,33,902,1.01,5.68,0.78
STR093,SKU0057,13,17,3.56,17,902,0.55,5.15,0.81
STR093,SKU0058,18,97,22.39,84,902,2.67,5.86,0.69
STR093,SKU0059,11,12,2.69,10,902,1.21,4.05,0.44
STR093,SKU0060,10,98,23.62,90,902,1.25,5.06,0.78
STR093,SKU0061,15,28,3.26,32,902,1.07,5.07,0.26
STR093,SKU0062,31,75,12.83,61,902,2.79,4.24,0.39
STR093,SKU0063,75,88,16.44,99,902,2.44,5.91,0.26
STR093,SKU0064,46,95,14.45,99,902,1.99,3.35,0.28
STR093,SKU0065,55,83,11.17,67,902,1.63,5.95,0.62
STR093,SKU0066,57,91,11.63,94,902,0.86,5.34,0.25
STR093,SKU0067,10,31,5.37,30,902,2.81,4.66,0.68
STR093,SKU0068,44,55,10.93,62,902,2.37,2.76,0.44
STR093,SKU0069,13,22,2.48,25,902,1.2,3.41,0.24
STR093,SKU0070,43,42,12.15,38,902,2.87,5.44,0.4
STR093,SKU0071,10,14,3.54,15,902,2.84,5.05,0.48
STR093,SKU0072,40,99,24.37,91,902,2.15,5.87,0.46
STR093,SKU0073,49,86,11.57,78,902,2.96,3.89,0.56
STR093,SKU0074,19,36,7.95,31,902,0.97,5.63,0.55
STR093,SKU0075,66,87,17.92,93,902,2.33,5.52,0.45
STR093,SKU0076,27,33,9.78,29,902,0.88,5.88,0.83
STR093,SKU0077,32,76,18.96,74,902,2.23,3.45,0.35
STR093,SKU0078,57,72,15.49,80,902,2.8,4.23,0.44
STR093,SKU0079,40,57,15.4,63,902,1.84,2.78,0.59
STR093,SKU0080,49,72,9.43,82,902,2.41,4.57,0.37
STR093,SKU0081,56,87,8.96,75,902,0.86,5.06,0.31
STR093,SKU0082,16,21,5.0,21,902,2.08,3.33,0.2
STR093,SKU0083,18,37,4.43,43,902,0.66,3.09,0.86
STR093,SKU0084,33,53,6.52,43,902,0.59,4.74,0.75
STR093,SKU0085,44,52,12.94,58,902,2.09,3.88,0.82
STR093,SKU0086,20,26,4.01,23,902,1.93,3.99,0.23
STR093,SKU0087,41,49,11.06,52,902,1.32,4.15,0.25
STR093,SKU0088,20,58,16.44,63,902,1.78,4.29,0.59
STR093,SKU0089,88,94,15.35,110,902,2.21,3.18,0.22
STR093,SKU0090,56,66,9.47,66,902,2.11,4.52,0.39
STR093,SKU0091,47,96,11.65,109,902,0.68,2.74,0.88
STR093,SKU0092,52,93,11.73,76,902,2.2,2.9,0.45
STR093,SKU0093,49,73,8.21,70,902,2.15,4.99,0.89
STR093,SKU0094,43,84,9.87,81,902,2.17,5.06,0.28
STR093,SKU0095,46,66,12.3,67,902,2.62,3.43,0.47
STR093,SKU0096,52,83,13.63,82,902,1.94,3.15,0.2
STR093,SKU0097,75,83,20.03,98,902,2.84,2.69,0.61
STR093,SKU0098,56,79,21.65,65,902,2.95,3.97,0.44
STR093,SKU0099,7,97,24.92,87,902,2.38,4.28,0.55
STR093,SKU0100,66,85,17.52,100,902,1.4,5.65,0.76
STR094,SKU0001,38,52,6.27,50,902,0.86,2.51,0.59
STR094,SKU0002,18,32,7.74,32,902,2.55,3.92,0.67
STR094,SKU0003,22,36,6.21,29,902,0.87,3.97,0.53
STR094,SKU0004,41,67,7.85,61,902,0.87,5.6,0.72
STR094,SKU0005,20,46,12.35,37,902,2.8,3.19,0.62
STR094,SKU0006,15,15,2.51,12,902,1.9,2.73,0.81
STR094,SKU0007,36,74,10.63,77,902,1.23,3.84,0.73
STR094,SKU0008,12,15,4.11,16,902,2.91,4.64,0.36
STR094,SKU0009,50,59,16.55,67,902,2.27,5.5,0.57
STR094,SKU0010,16,31,5.2,27,902,1.84,3.44,0.81
STR094,SKU0011,42,97,16.58,90,902,1.32,3.38,0.8
STR094,SKU0012,19,34,7.34,34,902,2.19,3.64,0.53
STR094,SKU0013,67,88,21.71,73,902,2.33,2.91,0.42
STR094,SKU0014,62,99,11.15,111,902,2.28,5.92,0.35
STR094,SKU0015,80,81,17.71,80,902,0.99,4.39,0.34
STR094,SKU0016,25,60,17.43,71,902,2.24,3.45,0.3
STR094,SKU0017,49,97,14.78,82,902,1.95,3.77,0.9
STR094,SKU0018,48,57,16.06,48,902,2.63,5.53,0.66
STR094,SKU0019,9,79,22.91,74,902,2.06,4.86,0.42
STR094,SKU0020,37,74,11.38,65,902,0.87,4.44,0.41
STR094,SKU0021,39,69,17.31,74,902,1.3,5.04,0.41
STR094,SKU0022,32,55,8.13,64,902,2.36,5.15,0.81
STR094,SKU0023,21,45,11.14,37,902,2.35,3.18,0.56
STR094,SKU0024,8,67,17.39,60,902,1.06,3.06,0.39
STR094,SKU0025,68,85,12.7,76,902,1.39,5.88,0.76
STR094,SKU0026,43,47,11.43,47,902,0.54,3.15,0.73
STR094,SKU0027,3,20,5.25,19,902,1.33,4.13,0.53
STR094,SKU0028,15,21,3.61,22,902,0.57,5.94,0.68
STR094,SKU0029,29,51,6.81,55,902,2.68,3.96,0.72
STR094,SKU0030,31,48,5.68,49,902,2.17,4.3,0.23
STR094,SKU0031,52,80,17.21,82,902,2.92,5.29,0.81
STR094,SKU0032,3,20,5.91,22,902,2.73,3.69,0.4
STR094,SKU0033,36,45,11.91,43,902,2.01,4.01,0.89
STR094,SKU0034,30,61,11.42,49,902,1.76,3.66,0.84
STR094,SKU0035,2,40,8.29,35,902,2.71,3.51,0.21
STR094,SKU0036,26,42,6.55,34,902,1.25,4.15,0.63
STR094,SKU0037,8,22,2.92,21,902,1.06,5.11,0.88
STR094,SKU0038,22,27,5.3,25,902,1.53,5.54,0.6
STR094,SKU0039,27,50,9.64,41,902,0.63,4.15,0.63
STR094,SKU0040,41,67,13.69,73,902,1.25,3.62,0.85
STR094,SKU0041,48,65,18.89,66,902,0.71,5.69,0.6
STR094,SKU0042,20,33,7.29,29,902,0.63,3.68,0.37
STR094,SKU0043,38,82,18.13,90,902,1.88,5.21,0.52
STR094,SKU0044,29,40,5.02,42,902,2.27,5.12,0.44
STR094,SKU0045,36,64,19.16,56,902,1.84,2.67,0.32
STR094,SKU0046,5,19,4.84,22,902,0.68,3.12,0.35
STR094,SKU0047,48,69,19.01,60,902,1.49,4.5,0.24
STR094,SKU0048,6,11,2.01,12,902,0.78,5.54,0.32
STR094,SKU0049,14,24,4.81,28,902,2.13,4.58,0.38
STR094,SKU0050,7,12,2.45,13,902,2.57,5.1,0.73
STR094,SKU0051,31,52,7.22,55,902,0.79,5.07,0.46
STR094,SKU0052,37,40,9.52,46,902,0.67,4.23,0.68
STR094,SKU0053,29,79,22.17,71,902,1.51,4.46,0.9
STR094,SKU0054,24,76,10.09,69,902,1.26,2.75,0.61
STR094,SKU0055,39,65,7.62,68,902,1.15,5.75,0.63
STR094,SKU0056,58,72,17.83,83,902,1.03,4.86,0.59
STR094,SKU0057,30,84,12.99,87,902,1.29,3.04,0.48
STR094,SKU0058,16,24,5.39,28,902,2.91,3.35,0.33
STR094,SKU0059,5,19,4.54,16,902,2.64,2.52,0.88
STR094,SKU0060,34,47,7.73,53,902,2.0,3.42,0.53
STR094,SKU0061,33,56,14.73,65,902,2.5,3.61,0.86
STR094,SKU0062,27,66,13.86,64,902,0.54,4.89,0.38
STR094,SKU0063,9,59,16.15,69,902,0.78,4.17,0.28
STR094,SKU0064,92,80,20.21,70,902,1.23,5.45,0.65
STR094,SKU0065,29,24,6.57,28,902,2.11,2.8,0.8
STR094,SKU0066,13,27,2.81,31,902,2.71,4.97,0.66
STR094,SKU0067,39,91,13.53,75,902,1.08,5.56,0.72
STR094,SKU0068,59,97,11.45,97,902,0.85,3.97,0.63
STR094,SKU0069,5,11,2.07,11,902,2.62,3.51,0.72
STR094,SKU0070,47,93,25.85,76,902,1.52,4.06,0.44
STR094,SKU0071,34,52,10.06,42,902,2.25,5.26,0.47
STR094,SKU0072,39,35,9.45,28,902,1.87,5.72,0.75
STR094,SKU0073,66,80,13.23,80,902,0.94,2.73,0.76
STR094,SKU0074,25,47,7.89,46,902,2.25,4.35,0.26
STR094,SKU0075,40,51,14.23,59,902,1.55,4.74,0.21
STR094,SKU0076,3,14,2.59,13,902,1.22,2.56,0.67
STR094,SKU0077,12,20,5.16,21,902,2.76,3.13,0.26
STR094,SKU0078,41,74,10.9,59,902,0.51,2.72,0.32
STR094,SKU0079,37,43,12.46,45,902,1.51,3.52,0.34
STR094,SKU0080,7,10,2.15,11,902,1.25,3.22,0.56
STR094,SKU0081,62,92,23.17,86,902,0.64,4.2,0.34
STR094,SKU0082,7,11,1.3,10,902,0.7,4.79,0.33
STR094,SKU0083,48,94,18.66,98,902,0.93,5.45,0.21
STR094,SKU0084,25,29,8.13,27,902,1.76,3.57,0.74
STR094,SKU0085,50,70,19.28,67,902,1.21,2.68,0.3
STR094,SKU0086,55,96,10.5,87,902,2.59,2.51,0.6
STR094,SKU0087,18,30,4.82,28,902,1.1,5.46,0.41
STR094,SKU0088,73,97,18.3,103,902,2.3,5.57,0.33
STR094,SKU0089,55,77,10.35,90,902,1.03,2.85,0.44
STR094,SKU0090,10,21,5.17,21,902,0.61,2.54,0.38
STR094,SKU0091,14,31,4.24,24,902,1.16,5.3,0.5
STR094,SKU0092,15,29,4.91,26,902,2.59,4.74,0.68
STR094,SKU0093,46,91,21.17,107,902,0.71,4.45,0.24
STR094,SKU0094,6,10,1.96,11,902,1.36,4.37,0.33
STR094,SKU0095,34,39,9.66,33,902,0.52,5.21,0.26
STR094,SKU0096,15,33,9.64,38,902,2.08,3.53,0.88
STR094,SKU0097,14,23,2.84,27,902,2.86,3.86,0.6
STR094,SKU0098,24,45,10.89,41,902,1.46,2.77,0.77
STR094,SKU0099,47,78,11.39,84,902,1.94,4.48,0.39
STR094,SKU0100,55,84,15.36,86,902,1.63,5.86,0.83
STR095,SKU0001,24,33,3.52,30,902,2.93,3.49,0.64
STR095,SKU0002,43,69,8.78,59,902,2.34,5.75,0.48
STR095,SKU0003,11,64,10.49,60,902,0.61,5.05,0.62
STR095,SKU0004,48,86,14.48,100,902,0.77,3.32,0.29
STR095,SKU0005,92,89,24.91,100,902,1.68,4.82,0.42
STR095,SKU0006,29,33,8.2,30,902,2.08,3.78,0.58
STR095,SKU0007,71,86,25.32,87,902,1.23,2.93,0.65
STR095,SKU0008,28,33,7.25,31,902,2.19,2.82,0.35
STR095,SKU0009,45,63,9.35,62,902,1.94,2.56,0.89
STR095,SKU0010,27,35,5.79,38,902,1.59,5.29,0.78
STR095,SKU0011,31,75,12.3,76,902,1.96,5.6,0.61
STR095,SKU0012,52,89,14.71,77,902,2.79,4.19,0.88
STR095,SKU0013,29,47,11.03,42,902,1.11,4.32,0.56
STR095,SKU0014,45,74,15.26,76,902,2.48,4.92,0.86
STR095,SKU0015,41,84,14.88,90,902,0.53,4.95,0.73
STR095,SKU0016,37,60,7.79,60,902,0.71,3.63,0.35
STR095,SKU0017,18,44,4.59,46,902,2.87,3.06,0.48
STR095,SKU0018,34,52,7.48,58,902,2.24,4.01,0.38
STR095,SKU0019,19,38,4.62,38,902,2.08,4.94,0.71
STR095,SKU0020,1,46,11.83,54,902,1.34,5.31,0.74
STR095,SKU0021,54,90,11.02,80,902,0.96,2.81,0.68
STR095,SKU0022,65,67,16.4,78,902,1.45,4.56,0.58
STR095,SKU0023,16,63,11.16,56,902,2.0,2.69,0.48
STR095,SKU0024,27,48,5.5,48,902,2.09,5.39,0.89
STR095,SKU0025,8,51,13.39,50,902,0.92,4.83,0.22
STR095,SKU0026,24,37,7.99,35,902,1.61,4.94,0.29
STR095,SKU0027,27,38,5.59,45,902,1.92,5.17,0.62
STR095,SKU0028,19,52,14.5,47,902,2.9,4.23,0.73
STR095,SKU0029,6,12,1.31,12,902,1.87,3.55,0.87
STR095,SKU0030,11,19,2.67,21,902,1.95,5.25,0.54
STR095,SKU0031,61,68,17.03,59,902,2.41,5.22,0.39
STR095,SKU0032,6,23,5.56,27,902,1.55,2.97,0.8
STR095,SKU0033,44,85,13.42,86,902,1.46,5.66,0.51
STR095,SKU0034,43,56,6.29,65,902,1.98,3.27,0.29
STR095,SKU0035,20,51,13.85,54,902,2.46,3.57,0.57
STR095,SKU0036,21,41,6.67,43,902,2.09,3.26,0.57
STR095,SKU0037,25,41,5.7,38,902,0.97,5.88,0.36
STR095,SKU0038,54,51,10.36,56,902,1.49,3.55,0.3
STR095,SKU0039,11,41,11.56,33,902,1.78,5.9,0.3
STR095,SKU0040,23,35,3.8,35,902,1.81,4.73,0.78
STR095,SKU0041,2,10,2.53,8,902,1.35,3.12,0.55
STR095,SKU0042,24,65,13.94,59,902,1.81,4.44,0.72
STR095,SKU0043,5,11,2.04,9,902,2.18,5.59,0.87
STR095,SKU0044,64,90,22.39,104,902,1.67,4.47,0.75
STR095,SKU0045,17,39,11.43,41,902,1.63,2.96,0.31
STR095,SKU0046,49,80,11.67,85,902,2.5,3.5,0.49
STR095,SKU0047,30,61,7.85,69,902,2.39,3.29,0.55
STR095,SKU0048,11,18,5.09,19,902,1.56,2.94,0.69
STR095,SKU0049,9,31,7.25,26,902,2.99,3.65,0.88
STR095,SKU0050,15,43,8.07,45,902,0.67,4.81,0.4
STR095,SKU0051,28,58,12.45,69,902,1.31,3.84,0.8
STR095,SKU0052,7,10,2.49,8,902,0.59,4.05,0.25
STR095,SKU0053,53,82,20.88,85,902,2.6,3.62,0.81
STR095,SKU0054,35,93,26.41,95,902,2.39,5.98,0.69
STR095,SKU0055,24,62,11.49,59,902,2.21,4.55,0.22
STR095,SKU0056,70,92,14.6,108,902,1.04,5.42,0.63
STR095,SKU0057,44,49,11.17,46,902,2.27,4.04,0.85
STR095,SKU0058,37,54,9.89,45,902,1.39,3.09,0.5
STR095,SKU0059,52,77,16.86,91,902,2.67,5.46,0.28
STR095,SKU0060,3,18,3.31,19,902,1.0,5.17,0.89
STR095,SKU0061,21,31,4.05,29,902,1.04,3.65,0.49
STR095,SKU0062,24,27,5.23,24,902,2.9,4.62,0.57
STR095,SKU0063,72,85,20.25,99,902,1.79,2.83,0.88
STR095,SKU0064,44,52,13.51,47,902,1.62,2.59,0.61
STR095,SKU0065,13,48,9.54,48,902,1.38,5.36,0.67
STR095,SKU0066,41,82,10.91,72,902,2.58,5.8,0.7
STR095,SKU0067,8,15,2.74,17,902,1.38,3.7,0.73
STR095,SKU0068,38,92,23.67,101,902,1.39,4.59,0.76
STR095,SKU0069,22,57,10.41,58,902,0.81,5.01,0.25
STR095,SKU0070,11,16,3.83,17,902,1.8,5.11,0.85
STR095,SKU0071,71,89,17.93,103,902,2.81,4.18,0.58
STR095,SKU0072,30,78,11.56,92,902,2.89,4.65,0.57
STR095,SKU0073,21,25,6.48,27,902,2.99,4.8,0.78
STR095,SKU0074,6,10,1.17,11,902,1.68,2.86,0.41
STR095,SKU0075,42,46,9.43,44,902,2.44,4.76,0.66
STR095,SKU0076,65,92,13.04,88,902,1.88,4.29,0.42
STR095,SKU0077,28,46,5.22,51,902,1.87,3.82,0.73
STR095,SKU0078,56,90,18.05,99,902,2.52,3.42,0.5
STR095,SKU0079,43,73,14.59,84,902,2.59,4.73,0.33
STR095,SKU0080,102,99,23.9,84,902,0.55,3.08,0.84
STR095,SKU0081,71,95,23.65,102,902,2.86,5.34,0.73
STR095,SKU0082,36,71,17.43,75,902,2.56,3.1,0.21
STR095,SKU0083,56,81,14.73,90,902,2.3,5.2,0.25
STR095,SKU0084,49,70,15.84,56,902,2.63,5.36,0.47
STR095,SKU0085,21,42,9.05,47,902,1.84,5.79,0.75
STR095,SKU0086,33,75,13.82,69,902,2.43,4.12,0.39
